sample_idx,token_idx,word_idx,token_id,token,is_special,is_word_start,label,pred,prob_0,prob_1
0,103,73,42588,anda,False,True,0,0,0.9999752044677734,2.477950692991726e-05
0,105,74,107,"""",False,True,0,0,0.9999734163284302,2.65844828390982e-05
0,108,75,10824,ma,False,True,0,0,0.9999721050262451,2.7860261980094947e-05
0,109,76,10154,il,False,True,0,0,0.999975323677063,2.4682904040673748e-05
0,110,77,16966,fatto,False,True,0,0,0.9999740123748779,2.596866943349596e-05
0,111,78,11167,gli,False,True,0,0,0.9999760389328003,2.3923508706502616e-05
0,112,79,262,è,False,True,0,0,0.9999682903289795,3.169325282215141e-05
0,113,80,10262,che,False,True,0,0,0.9999680519104004,3.194181772414595e-05
0,114,81,10119,un,False,True,0,0,0.9999744892120361,2.5466402803431265e-05
0,115,82,65817,bel,False,True,0,0,0.9999725818634033,2.7428342946222983e-05
0,116,83,20776,giorno,False,True,0,0,0.9999707937240601,2.9197266485425644e-05
0,117,84,12866,questo,False,True,0,0,0.9999731779098511,2.6792980861500837e-05
0,118,85,95665,pezzo,False,True,0,0,0.9999738931655884,2.607030728540849e-05
0,119,86,10120,di,False,True,0,0,0.9999767541885376,2.327823131054174e-05
0,120,87,54618,legno,False,True,0,0,0.9999690055847168,3.0959101422922686e-05
0,121,88,13337,cap,False,True,0,0,0.9999755620956421,2.4395345462835394e-05
0,124,89,10807,nella,False,True,0,0,0.9999767541885376,2.327823131054174e-05
0,125,90,41960,bot,False,True,0,0,0.9999762773513794,2.3737338779028505e-05
0,127,91,10120,di,False,True,0,0,0.9999737739562988,2.6172338039032184e-05
0,128,92,10119,un,False,True,0,0,0.9999696016311646,3.0360317396116443e-05
0,129,93,53022,vecchio,False,True,0,0,0.9999654293060303,3.453725003055297e-05
0,130,94,12211,fa,False,True,0,0,0.9999730587005615,2.6897843781625852e-05
0,133,95,107,"""",False,True,0,0,0.9999674558639526,3.257179923821241e-05
0,136,96,10154,il,False,True,0,0,0.9999710321426392,2.8970060157007538e-05
0,137,97,13449,quale,False,True,0,0,0.9999686479568481,3.1324027077062055e-05
0,138,98,14236,aveva,False,True,0,0,0.999970555305481,2.9426255423459224e-05
0,139,99,11633,nome,False,True,0,0,0.9999730587005615,2.6897843781625852e-05
0,140,100,11856,mas,False,True,0,0,0.9999710321426392,2.8970060157007538e-05
0,144,101,107,"""",False,True,0,0,0.9999704360961914,2.954142473754473e-05
0,147,102,10126,se,False,True,0,0,0.9999712705612183,2.8744616429321468e-05
0,148,103,10446,non,False,True,0,0,0.9999675750732422,3.244481558795087e-05
0,149,104,10262,che,False,True,0,0,0.9999707937240601,2.9197266485425644e-05
0,150,105,14905,tutti,False,True,0,0,0.9999697208404541,3.024195939360652e-05
0,151,106,10406,lo,False,True,0,0,0.9999746084213257,2.5367122361785732e-05
0,152,107,95441,chiama,False,True,0,0,0.9999679327011108,3.206682958989404e-05
0,154,108,29193,maestro,False,True,0,0,0.999935507774353,6.452215166063979e-05
0,155,109,51457,Ci,False,True,0,0,0.9999524354934692,4.75764500151854e-05
0,158,110,107,"""",False,True,0,0,0.9999737739562988,2.6172338039032184e-05
0,161,111,10178,per,False,True,0,0,0.9999723434448242,2.764345845207572e-05
0,162,112,11406,via,False,True,0,0,0.9999685287475586,3.144662332488224e-05
0,163,113,10286,della,False,True,0,0,0.9999755620956421,2.4395345462835394e-05
0,164,114,32979,punta,False,True,0,0,0.9999603033065796,3.975192521465942e-05
0,165,115,10127,del,False,True,0,0,0.999971866607666,2.8188662327011116e-05
0,166,116,11315,suo,False,True,0,0,0.9999620914459229,3.7931622500764206e-05
0,167,117,12947,nas,False,True,0,0,0.9999681711196899,3.1817296985536814e-05
0,169,118,107,"""",False,True,0,0,0.999971866607666,2.8188662327011116e-05
0,172,119,10262,che,False,True,0,0,0.9999706745147705,2.9311537218745798e-05
0,173,120,10411,era,False,True,0,0,0.9999717473983765,2.829898767231498e-05
0,174,121,13364,sempre,False,True,0,0,0.9999693632125854,3.0598428566008806e-05
0,175,122,14657,lu,False,True,0,0,0.999974250793457,2.5766585167730227e-05
0,177,123,173,e,False,True,0,0,0.9999728202819824,2.7214899091632105e-05
0,178,124,10931,pa,False,True,0,0,0.9999738931655884,2.607030728540849e-05
0,181,125,107,"""",False,True,0,0,0.9999697208404541,3.024195939360652e-05
0,184,126,10678,come,False,True,0,0,0.9999688863754272,3.108026794507168e-05
0,185,127,10153,una,False,True,0,0,0.999924898147583,7.513914169976488e-05
0,186,128,51457,Ci,False,True,0,0,0.9999402761459351,5.9673518990166485e-05
0,189,129,17255,mat,False,True,0,0,0.9999703168869019,2.965704152302351e-05
0,191,130,119,.,False,True,1,1,0.010944576933979988,0.9890553951263428
0,192,131,73784,App,False,True,0,0,0.9999595880508423,4.037790131405927e-05
0,194,132,29193,maestro,False,True,0,0,0.9999568462371826,4.315016121836379e-05
0,195,133,51457,Ci,False,True,0,0,0.9999583959579468,4.165958671364933e-05
0,198,134,21900,ebbe,False,True,0,0,0.9999696016311646,3.0360317396116443e-05
0,199,135,22076,visto,False,True,0,0,0.9999717473983765,2.829898767231498e-05
0,200,136,22527,quel,False,True,0,0,0.9999737739562988,2.627477442729287e-05
0,201,137,95665,pezzo,False,True,0,0,0.9999716281890869,2.8409744118107483e-05
0,202,138,10120,di,False,True,0,0,0.9999758005142212,2.4205504814744927e-05
0,203,139,54618,legno,False,True,0,0,0.9999672174453735,3.282725083408877e-05
0,204,140,107,"""",False,True,0,0,0.9999680519104004,3.194181772414595e-05
0,207,141,10294,si,False,True,0,0,0.9999685287475586,3.144662332488224e-05
0,208,142,11859,ra,False,True,0,0,0.9999701976776123,2.9773113055853173e-05
0,212,143,17363,tutto,False,True,0,0,0.9999696016311646,3.0360317396116443e-05
0,213,144,107,"""",False,True,0,0,0.9999680519104004,3.194181772414595e-05
0,216,145,173,e,False,True,0,0,0.9999692440032959,3.071818355238065e-05
0,217,146,26355,dando,False,True,0,0,0.9999666213989258,3.334418579470366e-05
0,219,147,10153,una,False,True,0,0,0.9999761581420898,2.383024366281461e-05
0,220,148,12127,fr,False,True,0,0,0.9999735355377197,2.6480845917831175e-05
0,223,149,10120,di,False,True,0,0,0.999977707862854,2.229919846286066e-05
0,224,150,52321,mani,False,True,0,0,0.9999693632125854,3.0598428566008806e-05
0,225,151,10178,per,False,True,0,0,0.9999698400497437,3.012405795743689e-05
0,226,152,10109,la,False,True,0,0,0.9999734163284302,2.65844828390982e-05
0,227,153,19509,content,False,True,0,0,0.9999593496322632,4.0694576455280185e-05
0,230,154,107,"""",False,True,0,0,0.999971866607666,2.8188662327011116e-05
0,233,155,27728,bor,False,True,0,0,0.999970555305481,2.9426255423459224e-05
0,236,156,169,a,False,True,0,0,0.9999774694442749,2.2474088837043382e-05
0,237,157,10911,me,False,True,0,0,0.9999710321426392,2.8970060157007538e-05
0,239,158,19696,voce,False,True,0,0,0.999970555305481,2.9426255423459224e-05
0,240,159,131,:,False,True,0,0,0.9955834746360779,0.0044165560975670815
0,241,160,100,[UNK],True,True,0,1,0.48689666390419006,0.5131033658981323
0,242,161,23138,Questo,False,True,0,0,0.9999608993530273,3.9135655242716894e-05
0,243,162,54618,legno,False,True,0,0,0.9999648332595825,3.5218417906435207e-05
0,244,163,262,è,False,True,0,0,0.9999715089797974,2.852093348337803e-05
0,245,164,18459,capita,False,True,0,0,0.9999709129333496,2.9083441404509358e-05
0,247,165,169,a,False,True,0,0,0.9999784231185913,2.1528880097321235e-05
0,248,166,12238,tempo,False,True,0,0,0.9999704360961914,2.954142473754473e-05
0,249,167,131,:,False,True,0,0,0.9999427795410156,5.716387022403069e-05
0,250,168,12556,vo,False,True,0,0,0.9999722242355347,2.7751650122809224e-05
0,252,169,22514,servir,False,True,0,0,0.9999649524688721,3.508111694827676e-05
0,254,170,10178,per,False,True,0,0,0.9999716281890869,2.8409744118107483e-05
0,255,171,23252,fare,False,True,0,0,0.9999704360961914,2.954142473754473e-05
0,256,172,10153,una,False,True,0,0,0.9999752044677734,2.477950692991726e-05
0,257,173,11887,ga,False,True,0,0,0.9999743700027466,2.5666135115898214e-05
0,259,174,10120,di,False,True,0,0,0.9999760389328003,2.4017143005039543e-05
0,260,175,11057,ta,False,True,0,0,0.9999730587005615,2.6897843781625852e-05
0,263,176,119,.,False,True,1,1,0.010755925439298153,0.9892441034317017
0,264,177,10666,Det,False,True,0,0,0.9999481439590454,5.1845658163074404e-05
0,266,178,16966,fatto,False,True,0,0,0.999975323677063,2.4682904040673748e-05
0,267,179,107,"""",False,True,0,0,0.999975323677063,2.4682904040673748e-05
0,270,180,36958,prese,False,True,0,0,0.9999680519104004,3.194181772414595e-05
0,271,181,28497,subito,False,True,0,0,0.9999696016311646,3.0360317396116443e-05
0,272,182,180,l,False,True,0,0,0.9999772310256958,2.2738999177818187e-05
0,274,183,10146,as,False,True,0,0,0.9999747276306152,2.5268225726904348e-05
0,276,184,10456,ar,False,True,0,0,0.9999746084213257,2.5367122361785732e-05
0,279,185,10178,per,False,True,0,0,0.9999747276306152,2.5268225726904348e-05
0,280,186,83373,comincia,False,True,0,0,0.9999721050262451,2.7860261980094947e-05
0,282,187,169,a,False,True,0,0,0.99997878074646,2.1278068743413314e-05
0,283,188,74383,levar,False,True,0,0,0.9999699592590332,3.0006618544575758e-05
0,285,189,10109,la,False,True,0,0,0.9999797344207764,2.0303694327594712e-05
0,286,190,187,s,False,True,0,0,0.9999778270721436,2.2125666873762384e-05
0,289,191,173,e,False,True,0,0,0.9999725818634033,2.7428342946222983e-05
0,290,192,169,a,False,True,0,0,0.9999767541885376,2.327823131054174e-05
0,291,193,80592,dig,False,True,0,0,0.9999727010726929,2.7321411835146137e-05
0,295,194,107,"""",False,True,0,0,0.9999750852584839,2.487648634996731e-05
0,298,195,10824,ma,False,True,0,0,0.9999724626541138,2.7535692424862646e-05
0,299,196,11971,quando,False,True,0,0,0.999974250793457,2.5766585167730227e-05
0,300,197,11005,fu,False,True,0,0,0.9999735355377197,2.6480845917831175e-05
0,301,198,64819,lì,False,True,0,0,0.999976396560669,2.3552616767119616e-05
0,302,199,10178,per,False,True,0,0,0.9999760389328003,2.4017143005039543e-05
0,303,200,70875,lasciare,False,True,0,0,0.9999734163284302,2.65844828390982e-05
0,304,201,54335,andare,False,True,0,0,0.9999744892120361,2.556607432779856e-05
0,305,202,10109,la,False,True,0,0,0.99997878074646,2.1278068743413314e-05
0,306,203,11328,prima,False,True,0,0,0.9999736547470093,2.6377607355243526e-05
0,307,204,10146,as,False,True,0,0,0.99997878074646,2.1278068743413314e-05
0,309,205,107,"""",False,True,0,0,0.9999744892120361,2.5466402803431265e-05
0,312,206,38632,rimase,False,True,0,0,0.9999679327011108,3.206682958989404e-05
0,313,207,12678,col,False,True,0,0,0.9999743700027466,2.5666135115898214e-05
0,314,208,100119,braccio,False,True,0,0,0.999976396560669,2.364479769312311e-05
0,315,209,13957,sos,False,True,0,0,0.99997878074646,2.1278068743413314e-05
0,318,210,10106,in,False,True,0,0,0.9999775886535645,2.2386471755453385e-05
0,319,211,35745,aria,False,True,0,0,0.9999691247940063,3.083840783801861e-05
0,320,212,107,"""",False,True,0,0,0.9999725818634033,2.7428342946222983e-05
0,323,213,10178,per,False,True,0,0,0.9999731779098511,2.6792980861500837e-05
0,326,214,14541,sent,False,True,0,0,0.9999744892120361,2.556607432779856e-05
0,328,215,10153,una,False,True,0,0,0.9999765157699585,2.3460796001018025e-05
0,329,216,71980,voci,False,True,0,0,0.9999693632125854,3.0598428566008806e-05
0,331,217,82688,sot,False,True,0,0,0.9999743700027466,2.5666135115898214e-05
0,333,218,82688,sot,False,True,0,0,0.9999746084213257,2.5367122361785732e-05
0,335,219,107,"""",False,True,0,0,0.999971866607666,2.807876626320649e-05
0,338,220,10262,che,False,True,0,0,0.9999731779098511,2.6792980861500837e-05
0,339,221,15718,disse,False,True,0,0,0.9999730587005615,2.6897843781625852e-05
0,340,222,11859,ra,False,True,0,0,0.9999771118164062,2.291734199388884e-05
0,345,223,131,:,False,True,0,0,0.9914058446884155,0.008594110608100891
0,346,224,100,[UNK],True,True,0,0,0.5365481376647949,0.4634518325328827
0,347,225,14890,Non,False,True,0,0,0.9999417066574097,5.829126894241199e-05
0,348,226,12132,mi,False,True,0,0,0.9999707937240601,2.9197266485425644e-05
0,349,227,24109,pi,False,True,0,0,0.9999760389328003,2.3923508706502616e-05
0,352,228,12921,tanto,False,True,0,0,0.9999756813049316,2.4300239601871e-05
0,353,229,16958,forte,False,True,0,0,0.9999657869338989,3.426849434617907e-05
0,354,230,106,!,False,True,1,1,0.006253384985029697,0.9937466382980347
0,355,231,54074,Figur,False,True,0,0,0.9999473094940186,5.2662067901110277e-05
0,358,232,10678,come,False,True,0,0,0.999974250793457,2.5766585167730227e-05
0,359,233,38632,rimase,False,True,0,0,0.9999654293060303,3.453725003055297e-05
0,360,234,22527,quel,False,True,0,0,0.9999732971191406,2.668852721399162e-05
0,361,235,67284,buon,False,True,0,0,0.9999719858169556,2.7969303118879907e-05
0,362,236,53022,vecchio,False,True,0,0,0.9999693632125854,3.0598428566008806e-05
0,363,237,10120,di,False,True,0,0,0.9999755620956421,2.4395345462835394e-05
0,364,238,29193,maestro,False,True,0,0,0.9999456405639648,5.433364276541397e-05
0,365,239,51457,Ci,False,True,0,0,0.9999263286590576,7.368592923739925e-05
0,368,240,106,!,False,True,1,1,0.014615669846534729,0.9853842854499817
0,369,241,144,G,False,True,0,0,0.9998972415924072,0.00010270020720781758
0,372,242,11167,gli,False,True,0,0,0.9999761581420898,2.383024366281461e-05
0,373,243,55598,occhi,False,True,0,0,0.999974250793457,2.5766585167730227e-05
0,374,244,39709,sm,False,True,0,0,0.9999761581420898,2.383024366281461e-05
0,377,245,38438,intorno,False,True,0,0,0.9999737739562988,2.6172338039032184e-05
0,378,246,10512,alla,False,True,0,0,0.9999759197235107,2.4111139282467775e-05
0,379,247,67332,stanza,False,True,0,0,0.9999716281890869,2.8409744118107483e-05
0,380,248,10178,per,False,True,0,0,0.9999732971191406,2.668852721399162e-05
0,381,249,29121,vedere,False,True,0,0,0.9999712705612183,2.8744616429321468e-05
0,382,250,10120,di,False,True,0,0,0.9999761581420898,2.383024366281461e-05
0,383,251,12841,dove,False,True,0,0,0.9999743700027466,2.5666135115898214e-05
0,384,252,10737,mai,False,True,0,0,0.9999749660491943,2.5071594791370444e-05
0,385,253,51384,poteva,False,True,0,0,0.9999719858169556,2.7969303118879907e-05
0,386,254,12098,essere,False,True,0,0,0.9999752044677734,2.477950692991726e-05
0,387,255,45528,uscita,False,True,0,0,0.9999630451202393,3.690851735882461e-05
0,388,256,15004,quella,False,True,0,0,0.9999771118164062,2.291734199388884e-05
0,389,257,71980,voci,False,True,0,0,0.999971866607666,2.807876626320649e-05
0,391,258,107,"""",False,True,0,0,0.9999754428863525,2.4586679501226172e-05
0,394,259,173,e,False,True,0,0,0.9999736547470093,2.6377607355243526e-05
0,395,260,10446,non,False,True,0,0,0.9999701976776123,2.9773113055853173e-05
0,396,261,31340,vide,False,True,0,0,0.9999693632125854,3.0598428566008806e-05
0,397,262,83883,nessuno,False,True,0,0,0.9999678134918213,3.219233258278109e-05
0,398,263,106,!,False,True,1,1,0.008331900462508202,0.9916681051254272
0,399,264,28739,Guard,False,True,0,0,0.9999572038650513,4.2814379412448034e-05
0,401,265,16033,sotto,False,True,0,0,0.9999756813049316,2.4300239601871e-05
0,402,266,10154,il,False,True,0,0,0.9999743700027466,2.5666135115898214e-05
0,403,267,55379,banco,False,True,0,0,0.9999632835388184,3.6764635297004133e-05
0,404,268,107,"""",False,True,0,0,0.9999736547470093,2.6377607355243526e-05
0,407,269,173,e,False,True,0,0,0.9999732971191406,2.668852721399162e-05
0,408,270,83883,nessuno,False,True,0,0,0.9999686479568481,3.1324027077062055e-05
0,409,271,107,"""",False,True,0,0,0.9999741315841675,2.5867431759252213e-05
0,412,272,42842,guard,False,True,0,0,0.999972939491272,2.7108801077702083e-05
0,414,273,14707,dentro,False,True,0,0,0.9999756813049316,2.4300239601871e-05
0,415,274,10119,un,False,True,0,0,0.9999760389328003,2.4017143005039543e-05
0,416,275,28758,arma,False,True,0,0,0.9999731779098511,2.6792980861500837e-05
0,418,276,10262,che,False,True,0,0,0.9999732971191406,2.668852721399162e-05
0,419,277,53739,stava,False,True,0,0,0.9999711513519287,2.8857117285951972e-05
0,420,278,13364,sempre,False,True,0,0,0.9999727010726929,2.7321411835146137e-05
0,421,279,97728,chiuso,False,True,0,0,0.9999648332595825,3.5218417906435207e-05
0,422,280,107,"""",False,True,0,0,0.9999716281890869,2.8409744118107483e-05
0,425,281,173,e,False,True,0,0,0.9999731779098511,2.6792980861500837e-05
0,426,282,83883,nessuno,False,True,0,0,0.9999685287475586,3.144662332488224e-05
0,427,283,107,"""",False,True,1,0,0.999972939491272,2.7003115974366665e-05
0,430,284,42842,guard,False,True,0,0,0.9999713897705078,2.8632557587116025e-05
0,432,285,10346,nel,False,True,0,0,0.9999756813049316,2.4300239601871e-05
0,433,286,29162,cor,False,True,0,0,0.999976634979248,2.3369335394818336e-05
0,435,287,10499,dei,False,True,0,0,0.9999772310256958,2.2827996872365475e-05
0,436,288,32221,tr,False,True,0,0,0.9999710321426392,2.8970060157007538e-05
0,440,289,173,e,False,True,0,0,0.9999719858169556,2.7969303118879907e-05
0,441,290,10286,della,False,True,0,0,0.9999760389328003,2.4017143005039543e-05
0,442,291,12042,seg,False,True,0,0,0.9999744892120361,2.556607432779856e-05
0,444,292,107,"""",False,True,0,0,0.9999737739562988,2.6172338039032184e-05
0,447,293,173,e,False,True,0,0,0.999975323677063,2.4682904040673748e-05
0,448,294,83883,nessuno,False,True,0,0,0.9999696016311646,3.0360317396116443e-05
0,449,295,107,"""",False,True,1,0,0.9999747276306152,2.5268225726904348e-05
0,452,296,26219,ap,False,True,0,0,0.9999737739562988,2.627477442729287e-05
0,454,297,180,l,False,True,0,0,0.9999773502349854,2.265035072923638e-05
0,456,298,19626,us,False,True,0,0,0.9999778270721436,2.2125666873762384e-05
0,458,299,10120,di,False,True,0,0,0.99997878074646,2.1278068743413314e-05
0,459,300,41960,bot,False,True,0,0,0.9999768733978271,2.309707815584261e-05
0,461,301,10178,per,False,True,0,0,0.9999743700027466,2.5666135115898214e-05
0,462,302,45476,dare,False,True,0,0,0.9999696016311646,3.0360317396116443e-05
0,463,303,10119,un,False,True,0,0,0.9999746084213257,2.5367122361785732e-05
0,467,304,11014,anche,False,True,0,0,0.9999744892120361,2.556607432779856e-05
0,468,305,13243,sulla,False,True,0,0,0.999977707862854,2.229919846286066e-05
0,469,306,22709,strada,False,True,0,0,0.9999725818634033,2.7428342946222983e-05
0,470,307,107,"""",False,True,0,0,0.9999735355377197,2.6480845917831175e-05
0,473,308,173,e,False,True,0,0,0.9999749660491943,2.5071594791370444e-05
0,474,309,83883,nessuno,False,True,0,0,0.9999681711196899,3.1817296985536814e-05
0,475,310,119,.,False,True,1,1,0.011508149094879627,0.9884918928146362
0,476,311,152,O,False,True,0,0,0.9999381303787231,6.180859782034531e-05
0,477,312,49263,dunque,False,True,0,0,0.9999673366546631,3.26992740156129e-05
0,478,313,136,?,False,True,0,1,0.1182832196354866,0.8817168474197388
0,479,314,100,[UNK],True,True,1,0,0.5484316945075989,0.4515683650970459
0,480,315,100,[UNK],True,True,0,1,0.4299378991127014,0.5700621008872986
0,481,316,20220,Ho,False,True,0,0,0.9999605417251587,3.944258423871361e-05
0,482,317,13337,cap,False,True,0,0,0.9999693632125854,3.0598428566008806e-05
0,484,318,107,"""",False,True,0,0,0.9999678134918213,3.219233258278109e-05
0,487,319,100,[UNK],True,True,0,0,0.9998601675033569,0.0001398220774717629
0,488,320,15718,disse,False,True,0,0,0.9999730587005615,2.6897843781625852e-05
0,489,321,22991,allora,False,True,0,0,0.9999749660491943,2.49738477577921e-05
0,490,322,48543,ride,False,True,0,0,0.9999688863754272,3.108026794507168e-05
0,492,323,173,e,False,True,0,0,0.9999749660491943,2.5071594791370444e-05
0,493,324,63706,gra,False,True,0,0,0.9999730587005615,2.6897843781625852e-05
0,496,325,10109,la,False,True,0,0,0.9999769926071167,2.3007034542388283e-05
0,497,326,10248,par,False,True,0,0,0.9999711513519287,2.8857117285951972e-05
0,500,327,100,[UNK],True,True,0,0,0.9995187520980835,0.000481235736515373
0,501,328,10294,si,False,True,0,0,0.999972939491272,2.7108801077702083e-05
0,502,329,27947,vede,False,True,0,0,0.9999635219573975,3.647853736765683e-05
0,503,330,10262,che,False,True,0,0,0.9999675750732422,3.244481558795087e-05
0,504,331,15004,quella,False,True,0,0,0.9999747276306152,2.5268225726904348e-05
0,505,332,71980,voci,False,True,0,0,0.9999711513519287,2.8857117285951972e-05
0,507,333,10911,me,False,True,0,0,0.9999723434448242,2.764345845207572e-05
0,508,334,10109,la,False,True,0,0,0.9999775886535645,2.2386471755453385e-05
0,509,335,10959,sono,False,True,0,0,0.9999723434448242,2.764345845207572e-05
0,510,336,17708,figura,False,True,0,0,0.9999544620513916,4.557554348139092e-05
1,1,0,173,e,False,True,0,0,0.9999426603317261,5.738759500673041e-05
1,2,1,83883,nessuno,False,True,0,0,0.999962329864502,3.76364441763144e-05
1,3,2,107,"""",False,True,1,0,0.999975323677063,2.4682904040673748e-05
1,6,3,26219,ap,False,True,0,0,0.9999706745147705,2.9311537218745798e-05
1,8,4,180,l,False,True,0,0,0.9999722242355347,2.7751650122809224e-05
1,10,5,19626,us,False,True,0,0,0.9999759197235107,2.4111139282467775e-05
1,12,6,10120,di,False,True,0,0,0.9999741315841675,2.5867431759252213e-05
1,13,7,41960,bot,False,True,0,0,0.9999735355377197,2.6480845917831175e-05
1,15,8,10178,per,False,True,0,0,0.9999706745147705,2.9311537218745798e-05
1,16,9,45476,dare,False,True,0,0,0.9999674558639526,3.257179923821241e-05
1,17,10,10119,un,False,True,0,0,0.999971866607666,2.807876626320649e-05
